,implementing_agency_name,numeric_year,country_name,dac_category_name,region_name,income_group_name,constant_amount
31586,Agency for International Development,2013,Morocco,Economic Growth,Middle East and North Africa,Lower Middle Income Country,9275643
31587,Agency for International Development,2013,Morocco,Education,Middle East and North Africa,Lower Middle Income Country,4642701
31588,Agency for International Development,2013,Morocco,Governance,Middle East and North Africa,Lower Middle Income Country,6744878
31589,Agency for International Development,2013,Morocco,Other,Middle East and North Africa,Lower Middle Income Country,2636199
31590,Agency for International Development,2013,Mozambique,Administrative Costs,Sub-Saharan Africa,Low Income Country,15246300
31591,Agency for International Development,2013,Mozambique,Agriculture,Sub-Saharan Africa,Low Income Country,14052392
31592,Agency for International Development,2013,Mozambique,Commodity Assistance,Sub-Saharan Africa,Low Income Country,2961171
31593,Agency for International Development,2013,Mozambique,Economic Growth,Sub-Saharan Africa,Low Income Country,2253565
31594,Agency for International Development,2013,Mozambique,Education,Sub-Saharan Africa,Low Income Country,4076555
31595,Agency for International Development,2013,Mozambique,Governance,Sub-Saharan Africa,Low Income Country,3996792
31596,Agency for International Development,2013,Mozambique,Health and Population,Sub-Saharan Africa,Low Income Country,146084741
31597,Agency for International Development,2013,Mozambique,Humanitarian,Sub-Saharan Africa,Low Income Country,7408226
31598,Agency for International Development,2013,Mozambique,Other,Sub-Saharan Africa,Low Income Country,5723746
31599,Agency for International Development,2013,Namibia,Administrative Costs,Sub-Saharan Africa,Upper Middle Income Country,3360319
31601,Agency for International Development,2013,Namibia,Education,Sub-Saharan Africa,Upper Middle Income Country,343893
31602,Agency for International Development,2013,Namibia,Governance,Sub-Saharan Africa,Upper Middle Income Country,195881
31603,Agency for International Development,2013,Namibia,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,35387572
31604,Agency for International Development,2013,Namibia,Humanitarian,Sub-Saharan Africa,Upper Middle Income Country,1392105
31605,Agency for International Development,2013,Namibia,Other,Sub-Saharan Africa,Upper Middle Income Country,911857
31606,Agency for International Development,2013,Nepal,Administrative Costs,South and Central Asia,Low Income Country,9934992
31607,Agency for International Development,2013,Nepal,Agriculture,South and Central Asia,Low Income Country,5813106
31608,Agency for International Development,2013,Nepal,Economic Growth,South and Central Asia,Low Income Country,3305829
31609,Agency for International Development,2013,Nepal,Education,South and Central Asia,Low Income Country,1197811
31610,Agency for International Development,2013,Nepal,Governance,South and Central Asia,Low Income Country,13055514
31611,Agency for International Development,2013,Nepal,Health and Population,South and Central Asia,Low Income Country,28618032
31612,Agency for International Development,2013,Nepal,Humanitarian,South and Central Asia,Low Income Country,3478306
31614,Agency for International Development,2013,Nepal,Other,South and Central Asia,Low Income Country,7607524
31615,Agency for International Development,2013,NewZealand,Humanitarian,East Asia and Oceania,High Income Country,2313996
31616,Agency for International Development,2013,Nicaragua,Administrative Costs,Western Hemisphere,Lower Middle Income Country,5696952
31617,Agency for International Development,2013,Nicaragua,Agriculture,Western Hemisphere,Lower Middle Income Country,3164635
31618,Agency for International Development,2013,Nicaragua,Commodity Assistance,Western Hemisphere,Lower Middle Income Country,129916
31619,Agency for International Development,2013,Nicaragua,Economic Growth,Western Hemisphere,Lower Middle Income Country,1932954
31620,Agency for International Development,2013,Nicaragua,Education,Western Hemisphere,Lower Middle Income Country,1248503
31621,Agency for International Development,2013,Nicaragua,Governance,Western Hemisphere,Lower Middle Income Country,8328887
31622,Agency for International Development,2013,Nicaragua,Health and Population,Western Hemisphere,Lower Middle Income Country,6354184
31623,Agency for International Development,2013,Nicaragua,Humanitarian,Western Hemisphere,Lower Middle Income Country,1066496
31624,Agency for International Development,2013,Nicaragua,Other,Western Hemisphere,Lower Middle Income Country,3479857
31625,Agency for International Development,2013,Niger,Administrative Costs,Sub-Saharan Africa,Low Income Country,122368
31626,Agency for International Development,2013,Niger,Commodity Assistance,Sub-Saharan Africa,Low Income Country,11883874
31627,Agency for International Development,2013,Niger,Governance,Sub-Saharan Africa,Low Income Country,1502596
31628,Agency for International Development,2013,Niger,Humanitarian,Sub-Saharan Africa,Low Income Country,79350952
31630,Agency for International Development,2013,Nigeria,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,20959315
31631,Agency for International Development,2013,Nigeria,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,18798226
31632,Agency for International Development,2013,Nigeria,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,2842060
31633,Agency for International Development,2013,Nigeria,Education,Sub-Saharan Africa,Lower Middle Income Country,11553153
31634,Agency for International Development,2013,Nigeria,Governance,Sub-Saharan Africa,Lower Middle Income Country,19265994
31635,Agency for International Development,2013,Nigeria,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,252944581
31636,Agency for International Development,2013,Nigeria,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,882275
31637,Agency for International Development,2013,Nigeria,Other,Sub-Saharan Africa,Lower Middle Income Country,2940552
31638,Agency for International Development,2013,Pakistan,Administrative Costs,South and Central Asia,Lower Middle Income Country,31317085
31639,Agency for International Development,2013,Pakistan,Agriculture,South and Central Asia,Lower Middle Income Country,61859350
31641,Agency for International Development,2013,Pakistan,Economic Growth,South and Central Asia,Lower Middle Income Country,25609276
31642,Agency for International Development,2013,Pakistan,Education,South and Central Asia,Lower Middle Income Country,54871066
31643,Agency for International Development,2013,Pakistan,Governance,South and Central Asia,Lower Middle Income Country,85899169
31644,Agency for International Development,2013,Pakistan,Health and Population,South and Central Asia,Lower Middle Income Country,73271709
31645,Agency for International Development,2013,Pakistan,Humanitarian,South and Central Asia,Lower Middle Income Country,126652378
31646,Agency for International Development,2013,Pakistan,Infrastructure,South and Central Asia,Lower Middle Income Country,175373373
31647,Agency for International Development,2013,Pakistan,Other,South and Central Asia,Lower Middle Income Country,42236140
31648,Agency for International Development,2013,Palau,Humanitarian,East Asia and Oceania,Upper Middle Income Country,104260
31649,Agency for International Development,2013,Panama,Administrative Costs,Western Hemisphere,Upper Middle Income Country,396101
31650,Agency for International Development,2013,Panama,Economic Growth,Western Hemisphere,Upper Middle Income Country,911121
31651,Agency for International Development,2013,Panama,Governance,Western Hemisphere,Upper Middle Income Country,2437005
31653,Agency for International Development,2013,Panama,Other,Western Hemisphere,Upper Middle Income Country,412888
31655,Agency for International Development,2013,PapuaNewGuinea,Health and Population,East Asia and Oceania,Lower Middle Income Country,3959917
31656,Agency for International Development,2013,PapuaNewGuinea,Humanitarian,East Asia and Oceania,Lower Middle Income Country,879929
31657,Agency for International Development,2013,PapuaNewGuinea,Other,East Asia and Oceania,Lower Middle Income Country,229511
31658,Agency for International Development,2013,Paraguay,Administrative Costs,Western Hemisphere,Upper Middle Income Country,3091703
31659,Agency for International Development,2013,Paraguay,Economic Growth,Western Hemisphere,Upper Middle Income Country,1441617
31660,Agency for International Development,2013,Paraguay,Governance,Western Hemisphere,Upper Middle Income Country,4786002
31661,Agency for International Development,2013,Paraguay,Health and Population,Western Hemisphere,Upper Middle Income Country,794295
31662,Agency for International Development,2013,Paraguay,Humanitarian,Western Hemisphere,Upper Middle Income Country,482781
31663,Agency for International Development,2013,Paraguay,Other,Western Hemisphere,Upper Middle Income Country,957156
31664,Agency for International Development,2013,Peru,Administrative Costs,Western Hemisphere,Upper Middle Income Country,17972808
31665,Agency for International Development,2013,Peru,Agriculture,Western Hemisphere,Upper Middle Income Country,25688941
31667,Agency for International Development,2013,Peru,Economic Growth,Western Hemisphere,Upper Middle Income Country,6835309
31668,Agency for International Development,2013,Peru,Education,Western Hemisphere,Upper Middle Income Country,3450894
31669,Agency for International Development,2013,Peru,Governance,Western Hemisphere,Upper Middle Income Country,5872490
31670,Agency for International Development,2013,Peru,Health and Population,Western Hemisphere,Upper Middle Income Country,7767845
31671,Agency for International Development,2013,Peru,Humanitarian,Western Hemisphere,Upper Middle Income Country,727089
31672,Agency for International Development,2013,Peru,Other,Western Hemisphere,Upper Middle Income Country,13707122
31673,Agency for International Development,2013,Philippines,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,12573942
31674,Agency for International Development,2013,Philippines,Agriculture,East Asia and Oceania,Lower Middle Income Country,3461341
31675,Agency for International Development,2013,Philippines,Economic Growth,East Asia and Oceania,Lower Middle Income Country,3035260
31676,Agency for International Development,2013,Philippines,Education,East Asia and Oceania,Lower Middle Income Country,7251658
31677,Agency for International Development,2013,Philippines,Governance,East Asia and Oceania,Lower Middle Income Country,8064794
31678,Agency for International Development,2013,Philippines,Health and Population,East Asia and Oceania,Lower Middle Income Country,32356133
31679,Agency for International Development,2013,Philippines,Humanitarian,East Asia and Oceania,Lower Middle Income Country,14445829
31680,Agency for International Development,2013,Philippines,Infrastructure,East Asia and Oceania,Lower Middle Income Country,1166674
31681,Agency for International Development,2013,Philippines,Other,East Asia and Oceania,Lower Middle Income Country,23560294
31682,Agency for International Development,2013,Romania,Agriculture,Europe and Eurasia,Upper Middle Income Country,106888
31685,Agency for International Development,2013,Russia,Administrative Costs,Europe and Eurasia,Upper Middle Income Country,5560005
31686,Agency for International Development,2013,Russia,Governance,Europe and Eurasia,Upper Middle Income Country,22121133
31687,Agency for International Development,2013,Russia,Health and Population,Europe and Eurasia,Upper Middle Income Country,10363450
31688,Agency for International Development,2013,Russia,Other,Europe and Eurasia,Upper Middle Income Country,4833523
31689,Agency for International Development,2013,Rwanda,Administrative Costs,Sub-Saharan Africa,Low Income Country,8983695
31690,Agency for International Development,2013,Rwanda,Agriculture,Sub-Saharan Africa,Low Income Country,15226904
31692,Agency for International Development,2013,Rwanda,Economic Growth,Sub-Saharan Africa,Low Income Country,5157766
31693,Agency for International Development,2013,Rwanda,Education,Sub-Saharan Africa,Low Income Country,6676580
31694,Agency for International Development,2013,Rwanda,Governance,Sub-Saharan Africa,Low Income Country,4285208
31695,Agency for International Development,2013,Rwanda,Health and Population,Sub-Saharan Africa,Low Income Country,62206062
31696,Agency for International Development,2013,Rwanda,Humanitarian,Sub-Saharan Africa,Low Income Country,9327120
31697,Agency for International Development,2013,Rwanda,Infrastructure,Sub-Saharan Africa,Low Income Country,2764247
31698,Agency for International Development,2013,Rwanda,Other,Sub-Saharan Africa,Low Income Country,6475610
31699,Agency for International Development,2013,Samoa,Humanitarian,East Asia and Oceania,Lower Middle Income Country,385761
31701,Agency for International Development,2013,Senegal,Administrative Costs,Sub-Saharan Africa,Low Income Country,15690615
31702,Agency for International Development,2013,Senegal,Agriculture,Sub-Saharan Africa,Low Income Country,22217564
31703,Agency for International Development,2013,Senegal,Commodity Assistance,Sub-Saharan Africa,Low Income Country,705161
31704,Agency for International Development,2013,Senegal,Economic Growth,Sub-Saharan Africa,Low Income Country,238469
31705,Agency for International Development,2013,Senegal,Education,Sub-Saharan Africa,Low Income Country,13536760
31706,Agency for International Development,2013,Senegal,Governance,Sub-Saharan Africa,Low Income Country,4396366
31707,Agency for International Development,2013,Senegal,Health and Population,Sub-Saharan Africa,Low Income Country,50325694
31708,Agency for International Development,2013,Senegal,Humanitarian,Sub-Saharan Africa,Low Income Country,4304717
31709,Agency for International Development,2013,Senegal,Other,Sub-Saharan Africa,Low Income Country,7105496
31710,Agency for International Development,2013,Serbia,Administrative Costs,Europe and Eurasia,Upper Middle Income Country,4585232
31712,Agency for International Development,2013,Serbia,Economic Growth,Europe and Eurasia,Upper Middle Income Country,10400829
31713,Agency for International Development,2013,Serbia,Governance,Europe and Eurasia,Upper Middle Income Country,15476838
31715,Agency for International Development,2013,Serbia,Other,Europe and Eurasia,Upper Middle Income Country,2569018
31718,Agency for International Development,2013,SierraLeone,Agriculture,Sub-Saharan Africa,Low Income Country,934492
31719,Agency for International Development,2013,SierraLeone,Commodity Assistance,Sub-Saharan Africa,Low Income Country,5755693
31720,Agency for International Development,2013,SierraLeone,Economic Growth,Sub-Saharan Africa,Low Income Country,1202158
31721,Agency for International Development,2013,SierraLeone,Education,Sub-Saharan Africa,Low Income Country,189022
31722,Agency for International Development,2013,SierraLeone,Governance,Sub-Saharan Africa,Low Income Country,1792355
31723,Agency for International Development,2013,SierraLeone,Other,Sub-Saharan Africa,Low Income Country,1227758
31724,Agency for International Development,2013,SolomonIs,Humanitarian,East Asia and Oceania,Lower Middle Income Country,289065
31725,Agency for International Development,2013,SolomonIs,Other,East Asia and Oceania,Lower Middle Income Country,156390
31726,Agency for International Development,2013,Somalia,Administrative Costs,Sub-Saharan Africa,Low Income Country,398572
31727,Agency for International Development,2013,Somalia,Economic Growth,Sub-Saharan Africa,Low Income Country,6349673
31728,Agency for International Development,2013,Somalia,Education,Sub-Saharan Africa,Low Income Country,5772648
31729,Agency for International Development,2013,Somalia,Governance,Sub-Saharan Africa,Low Income Country,27430398
31730,Agency for International Development,2013,Somalia,Health and Population,Sub-Saharan Africa,Low Income Country,1564019
31731,Agency for International Development,2013,Somalia,Humanitarian,Sub-Saharan Africa,Low Income Country,174897533
31732,Agency for International Development,2013,Somalia,Other,Sub-Saharan Africa,Low Income Country,3182275
31733,Agency for International Development,2013,SouthAfrica,Administrative Costs,Sub-Saharan Africa,Upper Middle Income Country,26451696
31734,Agency for International Development,2013,SouthAfrica,Agriculture,Sub-Saharan Africa,Upper Middle Income Country,399547
31735,Agency for International Development,2013,SouthAfrica,Commodity Assistance,Sub-Saharan Africa,Upper Middle Income Country,1665201
31736,Agency for International Development,2013,SouthAfrica,Economic Growth,Sub-Saharan Africa,Upper Middle Income Country,14152923
31737,Agency for International Development,2013,SouthAfrica,Education,Sub-Saharan Africa,Upper Middle Income Country,1115029
31738,Agency for International Development,2013,SouthAfrica,Governance,Sub-Saharan Africa,Upper Middle Income Country,2587369
31739,Agency for International Development,2013,SouthAfrica,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,272461652
31740,Agency for International Development,2013,SouthAfrica,Humanitarian,Sub-Saharan Africa,Upper Middle Income Country,2888922
31741,Agency for International Development,2013,SouthAfrica,Other,Sub-Saharan Africa,Upper Middle Income Country,831455
31742,Agency for International Development,2013,SSudan,Administrative Costs,Sub-Saharan Africa,Low Income Country,26946118
31743,Agency for International Development,2013,SSudan,Agriculture,Sub-Saharan Africa,Low Income Country,22067198
31744,Agency for International Development,2013,SSudan,Commodity Assistance,Sub-Saharan Africa,Low Income Country,14982095
31745,Agency for International Development,2013,SSudan,Economic Growth,Sub-Saharan Africa,Low Income Country,4998859
31746,Agency for International Development,2013,SSudan,Education,Sub-Saharan Africa,Low Income Country,14946854
31747,Agency for International Development,2013,SSudan,Governance,Sub-Saharan Africa,Low Income Country,71438004
31748,Agency for International Development,2013,SSudan,Health and Population,Sub-Saharan Africa,Low Income Country,33389926
31749,Agency for International Development,2013,SSudan,Humanitarian,Sub-Saharan Africa,Low Income Country,214982917
31750,Agency for International Development,2013,SSudan,Infrastructure,Sub-Saharan Africa,Low Income Country,7098607
31751,Agency for International Development,2013,SSudan,Other,Sub-Saharan Africa,Low Income Country,5110975
31752,Agency for International Development,2013,SriLanka,Administrative Costs,South and Central Asia,Lower Middle Income Country,4292631
31754,Agency for International Development,2013,SriLanka,Economic Growth,South and Central Asia,Lower Middle Income Country,5478476
31755,Agency for International Development,2013,SriLanka,Governance,South and Central Asia,Lower Middle Income Country,17962775
31756,Agency for International Development,2013,SriLanka,Health and Population,South and Central Asia,Lower Middle Income Country,587314
31757,Agency for International Development,2013,SriLanka,Humanitarian,South and Central Asia,Lower Middle Income Country,3284611
31758,Agency for International Development,2013,SriLanka,Other,South and Central Asia,Lower Middle Income Country,2710299
31759,Agency for International Development,2013,Sudan,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,5162223
31760,Agency for International Development,2013,Sudan,Commodity Assistance,Sub-Saharan Africa,Lower Middle Income Country,653260
31761,Agency for International Development,2013,Sudan,Governance,Sub-Saharan Africa,Lower Middle Income Country,7115062
31763,Agency for International Development,2013,Sudan,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,99680556
31764,Agency for International Development,2013,Sudan,Other,Sub-Saharan Africa,Lower Middle Income Country,2613127
31765,Agency for International Development,2013,Swaziland,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,407511
31767,Agency for International Development,2013,Swaziland,Governance,Sub-Saharan Africa,Lower Middle Income Country,167685
31768,Agency for International Development,2013,Swaziland,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,21288906
31769,Agency for International Development,2013,Swaziland,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,1341300
31770,Agency for International Development,2013,Syria,Commodity Assistance,Middle East and North Africa,Lower Middle Income Country,114477
31771,Agency for International Development,2013,Syria,Governance,Middle East and North Africa,Lower Middle Income Country,4837507
31772,Agency for International Development,2013,Syria,Humanitarian,Middle East and North Africa,Lower Middle Income Country,237731297
31774,Agency for International Development,2013,Syria,Other,Middle East and North Africa,Lower Middle Income Country,565470
31775,Agency for International Development,2013,Tajikistan,Administrative Costs,South and Central Asia,Lower Middle Income Country,1609092
31776,Agency for International Development,2013,Tajikistan,Agriculture,South and Central Asia,Lower Middle Income Country,8779550
31777,Agency for International Development,2013,Tajikistan,Economic Growth,South and Central Asia,Lower Middle Income Country,2264211
31778,Agency for International Development,2013,Tajikistan,Education,South and Central Asia,Lower Middle Income Country,557044
31779,Agency for International Development,2013,Tajikistan,Governance,South and Central Asia,Lower Middle Income Country,4131048
31780,Agency for International Development,2013,Tajikistan,Health and Population,South and Central Asia,Lower Middle Income Country,4033541
31781,Agency for International Development,2013,Tajikistan,Infrastructure,South and Central Asia,Lower Middle Income Country,857187
31782,Agency for International Development,2013,Tajikistan,Other,South and Central Asia,Lower Middle Income Country,634848
31783,Agency for International Development,2013,Tanzania,Administrative Costs,Sub-Saharan Africa,Low Income Country,12697173
31784,Agency for International Development,2013,Tanzania,Agriculture,Sub-Saharan Africa,Low Income Country,19394308
31785,Agency for International Development,2013,Tanzania,Economic Growth,Sub-Saharan Africa,Low Income Country,13314708
31786,Agency for International Development,2013,Tanzania,Education,Sub-Saharan Africa,Low Income Country,23220597
31787,Agency for International Development,2013,Tanzania,Governance,Sub-Saharan Africa,Low Income Country,7283410
31788,Agency for International Development,2013,Tanzania,Health and Population,Sub-Saharan Africa,Low Income Country,204812603
31789,Agency for International Development,2013,Tanzania,Humanitarian,Sub-Saharan Africa,Low Income Country,5891195
31790,Agency for International Development,2013,Tanzania,Other,Sub-Saharan Africa,Low Income Country,9690316
31791,Agency for International Development,2013,Thailand,Administrative Costs,East Asia and Oceania,Upper Middle Income Country,348833
31792,Agency for International Development,2013,Thailand,Governance,East Asia and Oceania,Upper Middle Income Country,7820378
31793,Agency for International Development,2013,Thailand,Health and Population,East Asia and Oceania,Upper Middle Income Country,979804
31794,Agency for International Development,2013,Thailand,Humanitarian,East Asia and Oceania,Upper Middle Income Country,665378
31795,Agency for International Development,2013,Thailand,Other,East Asia and Oceania,Upper Middle Income Country,273700
31796,Agency for International Development,2013,Timor-Leste,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,4204578
31797,Agency for International Development,2013,Timor-Leste,Agriculture,East Asia and Oceania,Lower Middle Income Country,3576536
31798,Agency for International Development,2013,Timor-Leste,Economic Growth,East Asia and Oceania,Lower Middle Income Country,1836337
31799,Agency for International Development,2013,Timor-Leste,Education,East Asia and Oceania,Lower Middle Income Country,496760
31800,Agency for International Development,2013,Timor-Leste,Governance,East Asia and Oceania,Lower Middle Income Country,4904506
31801,Agency for International Development,2013,Timor-Leste,Health and Population,East Asia and Oceania,Lower Middle Income Country,3848465
31802,Agency for International Development,2013,Timor-Leste,Humanitarian,East Asia and Oceania,Lower Middle Income Country,957768
31803,Agency for International Development,2013,Timor-Leste,Other,East Asia and Oceania,Lower Middle Income Country,1915270
31804,Agency for International Development,2013,Togo,Governance,Sub-Saharan Africa,Low Income Country,270627
31805,Agency for International Development,2013,Tunisia,Administrative Costs,Middle East and North Africa,Lower Middle Income Country,293827
31806,Agency for International Development,2013,Tunisia,Agriculture,Middle East and North Africa,Lower Middle Income Country,573428
31807,Agency for International Development,2013,Tunisia,Education,Middle East and North Africa,Lower Middle Income Country,6054050
31808,Agency for International Development,2013,Tunisia,Governance,Middle East and North Africa,Lower Middle Income Country,7145178
31809,Agency for International Development,2013,Tunisia,Other,Middle East and North Africa,Lower Middle Income Country,746345
31810,Agency for International Development,2013,Turkey,Economic Growth,Europe and Eurasia,Upper Middle Income Country,223362
31812,Agency for International Development,2013,Turkey,Health and Population,Europe and Eurasia,Upper Middle Income Country,392669
31814,Agency for International Development,2013,Turkmenistan,Administrative Costs,South and Central Asia,Upper Middle Income Country,465270
31815,Agency for International Development,2013,Turkmenistan,Agriculture,South and Central Asia,Upper Middle Income Country,592670
31816,Agency for International Development,2013,Turkmenistan,Economic Growth,South and Central Asia,Upper Middle Income Country,1469026
31817,Agency for International Development,2013,Turkmenistan,Education,South and Central Asia,Upper Middle Income Country,570658
31818,Agency for International Development,2013,Turkmenistan,Governance,South and Central Asia,Upper Middle Income Country,1625294
31819,Agency for International Development,2013,Turkmenistan,Health and Population,South and Central Asia,Upper Middle Income Country,1384745
31820,Agency for International Development,2013,Turkmenistan,Infrastructure,South and Central Asia,Upper Middle Income Country,333434
31821,Agency for International Development,2013,Turkmenistan,Other,South and Central Asia,Upper Middle Income Country,473381
31822,Agency for International Development,2013,Uganda,Administrative Costs,Sub-Saharan Africa,Low Income Country,17545861
31823,Agency for International Development,2013,Uganda,Agriculture,Sub-Saharan Africa,Low Income Country,24558382
31824,Agency for International Development,2013,Uganda,Commodity Assistance,Sub-Saharan Africa,Low Income Country,14736185
31825,Agency for International Development,2013,Uganda,Economic Growth,Sub-Saharan Africa,Low Income Country,1630445
31826,Agency for International Development,2013,Uganda,Education,Sub-Saharan Africa,Low Income Country,10733920
31827,Agency for International Development,2013,Uganda,Governance,Sub-Saharan Africa,Low Income Country,4865896
31828,Agency for International Development,2013,Uganda,Health and Population,Sub-Saharan Africa,Low Income Country,197297831
31829,Agency for International Development,2013,Uganda,Humanitarian,Sub-Saharan Africa,Low Income Country,12509076
31830,Agency for International Development,2013,Uganda,Infrastructure,Sub-Saharan Africa,Low Income Country,2045554
31831,Agency for International Development,2013,Uganda,Other,Sub-Saharan Africa,Low Income Country,8388324
31832,Agency for International Development,2013,Ukraine,Administrative Costs,Europe and Eurasia,Lower Middle Income Country,11423434
31833,Agency for International Development,2013,Ukraine,Agriculture,Europe and Eurasia,Lower Middle Income Country,2740468
31834,Agency for International Development,2013,Ukraine,Economic Growth,Europe and Eurasia,Lower Middle Income Country,10119960
31836,Agency for International Development,2013,Ukraine,Governance,Europe and Eurasia,Lower Middle Income Country,28217097
31837,Agency for International Development,2013,Ukraine,Health and Population,Europe and Eurasia,Lower Middle Income Country,14182670
31838,Agency for International Development,2013,Ukraine,Infrastructure,Europe and Eurasia,Lower Middle Income Country,4984101
31839,Agency for International Development,2013,Ukraine,Other,Europe and Eurasia,Lower Middle Income Country,22233827
31841,Agency for International Development,2013,Uzbekistan,Administrative Costs,South and Central Asia,Lower Middle Income Country,779094
31844,Agency for International Development,2013,Uzbekistan,Economic Growth,South and Central Asia,Lower Middle Income Country,3503838
31845,Agency for International Development,2013,Uzbekistan,Governance,South and Central Asia,Lower Middle Income Country,2358976
31846,Agency for International Development,2013,Uzbekistan,Health and Population,South and Central Asia,Lower Middle Income Country,2411126
31847,Agency for International Development,2013,Uzbekistan,Other,South and Central Asia,Lower Middle Income Country,864759
31848,Agency for International Development,2013,Vanuatu,Humanitarian,East Asia and Oceania,Lower Middle Income Country,419797
31849,Agency for International Development,2013,Venezuela,Administrative Costs,Western Hemisphere,Upper Middle Income Country,243923
31850,Agency for International Development,2013,Venezuela,Governance,Western Hemisphere,Upper Middle Income Country,5119337
31851,Agency for International Development,2013,Venezuela,Other,Western Hemisphere,Upper Middle Income Country,624633
31852,Agency for International Development,2013,Vietnam,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,6153534
31854,Agency for International Development,2013,Vietnam,Economic Growth,East Asia and Oceania,Lower Middle Income Country,2707356
31855,Agency for International Development,2013,Vietnam,Education,East Asia and Oceania,Lower Middle Income Country,2127138
31856,Agency for International Development,2013,Vietnam,Governance,East Asia and Oceania,Lower Middle Income Country,7872699
31857,Agency for International Development,2013,Vietnam,Health and Population,East Asia and Oceania,Lower Middle Income Country,22055453
31858,Agency for International Development,2013,Vietnam,Humanitarian,East Asia and Oceania,Lower Middle Income Country,1509980
31859,Agency for International Development,2013,Vietnam,Other,East Asia and Oceania,Lower Middle Income Country,23067108
31860,Agency for International Development,2013,Palestine,Administrative Costs,Middle East and North Africa,Lower Middle Income Country,25772484
31861,Agency for International Development,2013,Palestine,Agriculture,Middle East and North Africa,Lower Middle Income Country,1281179
31862,Agency for International Development,2013,Palestine,Economic Growth,Middle East and North Africa,Lower Middle Income Country,19257305
31863,Agency for International Development,2013,Palestine,Education,Middle East and North Africa,Lower Middle Income Country,11282472
31864,Agency for International Development,2013,Palestine,Governance,Middle East and North Africa,Lower Middle Income Country,421683348
31865,Agency for International Development,2013,Palestine,Health and Population,Middle East and North Africa,Lower Middle Income Country,41919447
31866,Agency for International Development,2013,Palestine,Humanitarian,Middle East and North Africa,Lower Middle Income Country,37540756
31867,Agency for International Development,2013,Palestine,Infrastructure,Middle East and North Africa,Lower Middle Income Country,15112523
31868,Agency for International Development,2013,Palestine,Other,Middle East and North Africa,Lower Middle Income Country,3507730
31869,Agency for International Development,2013,Yemen,Administrative Costs,Middle East and North Africa,Lower Middle Income Country,4078988
31870,Agency for International Development,2013,Yemen,Agriculture,Middle East and North Africa,Lower Middle Income Country,5201330
31871,Agency for International Development,2013,Yemen,Economic Growth,Middle East and North Africa,Lower Middle Income Country,2332893
31872,Agency for International Development,2013,Yemen,Education,Middle East and North Africa,Lower Middle Income Country,15621128
31873,Agency for International Development,2013,Yemen,Governance,Middle East and North Africa,Lower Middle Income Country,33942370
31874,Agency for International Development,2013,Yemen,Health and Population,Middle East and North Africa,Lower Middle Income Country,10242502
31875,Agency for International Development,2013,Yemen,Humanitarian,Middle East and North Africa,Lower Middle Income Country,99528252
31876,Agency for International Development,2013,Yemen,Infrastructure,Middle East and North Africa,Lower Middle Income Country,143305
31877,Agency for International Development,2013,Yemen,Other,Middle East and North Africa,Lower Middle Income Country,3889231
31878,Agency for International Development,2013,Zambia,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,9038637
31879,Agency for International Development,2013,Zambia,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,13284092
31881,Agency for International Development,2013,Zambia,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,4063050
31882,Agency for International Development,2013,Zambia,Education,Sub-Saharan Africa,Lower Middle Income Country,11535980
31883,Agency for International Development,2013,Zambia,Governance,Sub-Saharan Africa,Lower Middle Income Country,3253906
31884,Agency for International Development,2013,Zambia,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,171300236
31885,Agency for International Development,2013,Zambia,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,2414300
31886,Agency for International Development,2013,Zambia,Other,Sub-Saharan Africa,Lower Middle Income Country,5876555
31887,Agency for International Development,2013,Zimbabwe,Administrative Costs,Sub-Saharan Africa,Low Income Country,10733876
31888,Agency for International Development,2013,Zimbabwe,Agriculture,Sub-Saharan Africa,Low Income Country,10776208
31889,Agency for International Development,2013,Zimbabwe,Commodity Assistance,Sub-Saharan Africa,Low Income Country,1201839
31890,Agency for International Development,2013,Zimbabwe,Economic Growth,Sub-Saharan Africa,Low Income Country,5846923
31891,Agency for International Development,2013,Zimbabwe,Governance,Sub-Saharan Africa,Low Income Country,26290499
31892,Agency for International Development,2013,Zimbabwe,Health and Population,Sub-Saharan Africa,Low Income Country,53712358
31893,Agency for International Development,2013,Zimbabwe,Humanitarian,Sub-Saharan Africa,Low Income Country,46325651
31894,Agency for International Development,2013,Zimbabwe,Other,Sub-Saharan Africa,Low Income Country,2713795
